Id,Date,TotalSleepRecords,MinutesAsleep,TimeInBed,SleepEfficiency,HoursAsleep,ProductivityScore,SleepBin,DayOfWeek,DayType,Lagged_HoursAsleep,Lagged_SleepEfficiency,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4445114986,2016-04-16,1,462,499,0.9258517034068137,7.7,10,7-8,Saturday,Weekend,6.766666666666667,0.9123595505617977,2016-04-16,3945,2.65000009536743,2.65000009536743,0.0,0.0,0.0,2.65000009536743,0.0,0,0,225,716,2180
6962181067,2016-04-16,1,357,366,0.9754098360655737,5.95,4,5-6,Saturday,Weekend,7.7,0.9258517034068137,2016-04-16,13217,8.73999977111816,8.73999977111816,0.0,3.66000008583069,0.189999997615814,4.88000011444092,0.0,50,3,280,741,2173
1503960366,2016-04-16,2,340,367,0.9264305177111717,5.666666666666667,7,5-6,Saturday,Weekend,5.95,0.9754098360655737,2016-04-16,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863
4702921684,2016-04-16,2,382,406,0.9408866995073891,6.366666666666666,6,6-7,Saturday,Weekend,5.666666666666667,0.9264305177111717,2016-04-16,11140,9.02999973297119,9.02999973297119,0.0,0.239999994635582,1.25,7.53999996185303,0.0,3,24,335,556,3328
5553957443,2016-04-16,2,651,686,0.9489795918367347,10.85,9,8+,Saturday,Weekend,6.366666666666666,0.9408866995073891,2016-04-16,5771,3.76999998092651,3.76999998092651,0.0,0.0,0.0,3.76999998092651,0.0,0,0,288,521,1831
6117666160,2016-04-16,1,380,398,0.9547738693467337,6.333333333333333,5,6-7,Saturday,Weekend,10.85,0.9489795918367347,2016-04-16,14450,10.9099998474121,10.9099998474121,0.0,0.579999983310699,0.850000023841858,9.47999954223633,0.0,7,15,518,502,2828
2026352035,2016-04-16,1,524,567,0.9241622574955908,8.733333333333333,10,8+,Saturday,Weekend,6.333333333333333,0.9547738693467337,2016-04-16,2547,1.58000004291534,1.58000004291534,0.0,0.0,0.0,1.58000004291534,0.0,0,0,150,728,1373
4388161847,2016-04-16,2,426,448,0.9508928571428571,7.1,4,7-8,Saturday,Weekend,8.733333333333333,0.9241622574955908,2016-04-16,6580,5.05999994277954,5.05999994277954,0.0,0.209999993443489,0.400000005960464,4.44999980926514,0.0,6,9,253,609,3073
4388161847,2016-04-17,2,619,641,0.9656786271450858,10.316666666666666,10,8+,Sunday,Weekend,7.1,0.9508928571428571,2016-04-17,4660,3.57999992370605,3.57999992370605,0.0,0.0,0.0,3.57999992370605,0.0,0,0,201,721,2572
6962181067,2016-04-17,1,427,446,0.9573991031390134,7.116666666666666,7,7-8,Sunday,Weekend,10.316666666666666,0.9656786271450858,2016-04-17,10145,6.71000003814697,6.71000003814697,0.0,0.330000013113022,0.680000007152557,5.69000005722046,0.0,5,13,295,634,2027
4445114986,2016-04-17,1,98,107,0.9158878504672897,1.6333333333333333,2,<5,Sunday,Weekend,7.116666666666666,0.9573991031390134,2016-04-17,2268,1.51999998092651,1.51999998092651,0.0,0.0,0.0,1.51999998092651,0.0,0,0,114,1219,1933
8378563200,2016-04-17,2,525,591,0.8883248730964467,8.75,8,8+,Sunday,Weekend,1.6333333333333333,0.9158878504672897,2016-04-17,2132,1.69000005722046,1.69000005722046,0.0,0.0,0.0,1.69000005722046,0.0,0,0,93,599,2572
6117666160,2016-04-17,2,336,350,0.96,5.6,7,5-6,Sunday,Weekend,8.75,0.8883248730964467,2016-04-17,7150,5.40000009536743,5.40000009536743,0.0,0.0,0.0,5.40000009536743,0.0,0,0,312,702,2225
3977333714,2016-04-17,1,381,566,0.6731448763250883,6.35,3,6-7,Sunday,Weekend,5.6,0.96,2016-04-17,10415,6.96999979019165,6.96999979019165,0.0,0.699999988079071,2.34999990463257,3.92000007629395,0.0,11,58,205,600,1529
5577150313,2016-04-17,1,549,583,0.9416809605488851,9.15,10,8+,Sunday,Weekend,6.35,0.6731448763250883,2016-04-17,12231,9.14000034332275,9.14000034332275,0.0,5.98000001907349,0.829999983310699,2.3199999332428,0.0,200,37,159,525,4552
5553957443,2016-04-17,1,350,402,0.8706467661691543,5.833333333333333,4,5-6,Sunday,Weekend,9.15,0.9416809605488851,2016-04-17,655,0.430000007152557,0.430000007152557,0.0,0.0,0.0,0.430000007152557,0.0,0,0,46,943,1397
4702921684,2016-04-17,1,591,612,0.9656862745098039,9.85,8,8+,Sunday,Weekend,5.833333333333333,0.8706467661691543,2016-04-17,12692,10.289999961853,10.289999961853,0.0,0.959999978542328,3.46000003814697,5.88000011444092,0.0,12,66,302,437,3394
2026352035,2016-04-17,1,437,498,0.8775100401606426,7.283333333333333,4,7-8,Sunday,Weekend,9.85,0.9656862745098039,2016-04-17,838,0.519999980926514,0.519999980926514,0.0,0.0,0.0,0.519999980926514,0.0,0,0,60,1053,1214
1503960366,2016-04-17,1,700,712,0.9831460674157303,11.666666666666666,8,8+,Sunday,Weekend,7.283333333333333,0.8775100401606426,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728
2347167796,2016-04-17,1,556,602,0.9235880398671097,9.266666666666667,8,8+,Sunday,Weekend,11.666666666666666,0.9831460674157303,2016-04-17,5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882
4319703577,2016-04-18,1,515,551,0.9346642468239564,8.583333333333334,10,8+,Monday,Weekday,9.266666666666667,0.9235880398671097,2016-04-18,2276,1.54999995231628,1.54999995231628,0.0,0.0700000002980232,0.330000013113022,1.12000000476837,0.0,1,9,58,824,1632
5577150313,2016-04-18,1,527,553,0.9529837251356239,8.783333333333333,8,8+,Monday,Weekday,8.583333333333334,0.9346642468239564,2016-04-18,9893,7.3899998664856,7.3899998664856,0.0,4.8600001335144,0.720000028610229,1.82000005245209,0.0,114,32,130,623,3625
8378563200,2016-04-18,1,398,451,0.8824833702882483,6.633333333333334,6,6-7,Monday,Weekday,8.783333333333333,0.9529837251356239,2016-04-18,13630,10.8100004196167,10.8100004196167,2.0921471118927,5.05000019073486,0.560000002384186,5.19999980926514,0.0,117,10,174,720,4157
4388161847,2016-04-18,1,99,104,0.9519230769230769,1.65,3,<5,Monday,Weekday,6.633333333333334,0.8824833702882483,2016-04-18,11009,9.10000038146973,9.10000038146973,0.0,3.55999994277954,0.400000005960464,5.1399998664856,0.0,27,8,239,1017,3274
6962181067,2016-04-18,1,442,458,0.9650655021834061,7.366666666666666,7,7-8,Monday,Weekday,1.65,0.9519230769230769,2016-04-18,11404,7.53999996185303,7.53999996185303,0.0,0.829999983310699,2.39000010490417,4.32000017166138,0.0,13,42,238,689,2039
4702921684,2016-04-18,1,293,312,0.9391025641025641,4.883333333333334,2,<5,Monday,Weekday,7.366666666666666,0.9650655021834061,2016-04-18,9105,7.38000011444092,7.38000011444092,0.0,1.82000005245209,1.49000000953674,4.07000017166138,0.0,22,30,191,890,3013
2347167796,2016-04-18,1,500,557,0.8976660682226212,8.333333333333334,10,8+,Monday,Weekday,4.883333333333334,0.9391025641025641,2016-04-18,8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944
3977333714,2016-04-18,2,412,522,0.789272030651341,6.866666666666666,7,6-7,Monday,Weekday,8.333333333333334,0.8976660682226212,2016-04-18,11663,7.80000019073486,7.80000019073486,0.0,0.25,3.73000001907349,3.8199999332428,0.0,4,95,214,605,1584
5553957443,2016-04-18,2,520,541,0.9611829944547134,8.666666666666666,10,8+,Monday,Weekday,6.866666666666666,0.789272030651341,2016-04-18,3727,2.4300000667572,2.4300000667572,0.0,0.0,0.0,2.4300000667572,0.0,0,0,206,622,1683
6117666160,2016-04-18,2,493,510,0.9666666666666667,8.216666666666667,8,8+,Monday,Weekday,8.666666666666666,0.9611829944547134,2016-04-18,5153,3.91000008583069,3.91000008583069,0.0,0.0,0.0,3.89000010490417,0.0,0,0,241,759,2018
8378563200,2016-04-19,1,387,421,0.9192399049881235,6.45,4,6-7,Tuesday,Weekday,8.216666666666667,0.9666666666666667,2016-04-19,13070,10.3599996566772,10.3599996566772,2.25308108329773,5.30000019073486,0.879999995231628,4.17999982833862,0.0,120,19,154,737,4092
3977333714,2016-04-19,1,219,395,0.5544303797468354,3.65,2,<5,Tuesday,Weekday,6.45,0.9192399049881235,2016-04-19,12414,8.77999973297119,8.77999973297119,0.0,2.24000000953674,2.45000004768372,3.96000003814697,0.0,19,67,221,738,1638
2347167796,2016-04-19,1,465,514,0.9046692607003891,7.75,8,7-8,Tuesday,Weekday,3.65,0.5544303797468354,2016-04-19,6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346
4388161847,2016-04-19,1,329,338,0.9733727810650887,5.483333333333333,7,5-6,Tuesday,Weekday,7.75,0.9046692607003891,2016-04-19,10181,7.82999992370605,7.82999992370605,0.0,1.37000000476837,0.689999997615814,5.76999998092651,0.0,20,16,249,704,3015
4319703577,2016-04-19,2,461,498,0.9257028112449799,7.683333333333334,9,7-8,Tuesday,Weekday,5.483333333333333,0.9733727810650887,2016-04-19,8925,5.98999977111816,5.98999977111816,0.0,0.0,0.0,5.98999977111816,0.0,0,0,311,604,2200
5553957443,2016-04-19,1,357,410,0.8707317073170732,5.95,4,5-6,Tuesday,Weekday,7.683333333333334,0.9257028112449799,2016-04-19,15482,10.1099996566772,10.1099996566772,0.0,4.28000020980835,1.6599999666214,4.17999982833862,0.0,69,28,249,756,2284
4702921684,2016-04-19,1,457,487,0.9383983572895277,7.616666666666666,10,7-8,Tuesday,Weekday,5.95,0.8707317073170732,2016-04-19,6708,5.44000005722046,5.44000005722046,0.0,0.879999995231628,0.370000004768372,4.19000005722046,0.0,10,8,179,757,2812
7086361926,2016-04-19,1,472,483,0.9772256728778468,7.866666666666666,10,7-8,Tuesday,Weekday,7.616666666666666,0.9383983572895277,2016-04-19,10688,7.28999996185303,7.28999996185303,0.0,3.52999997138977,1.23000001907349,2.50999999046326,0.0,67,69,124,671,2944
2026352035,2016-04-19,1,498,540,0.9222222222222223,8.3,9,8+,Tuesday,Weekday,7.866666666666666,0.9772256728778468,2016-04-19,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356
4445114986,2016-04-19,2,388,424,0.9150943396226415,6.466666666666667,5,6-7,Tuesday,Weekday,8.3,0.9222222222222223,2016-04-19,2064,1.38999998569489,1.38999998569489,0.0,0.0,0.0,1.38999998569489,0.0,0,0,121,895,1954
5577150313,2016-04-19,1,449,465,0.9655913978494624,7.483333333333333,6,7-8,Tuesday,Weekday,6.466666666666667,0.9150943396226415,2016-04-19,12574,9.42000007629395,9.42000007629395,0.0,7.01999998092651,0.639999985694885,1.75999999046326,0.0,108,23,111,733,3501
6962181067,2016-04-19,1,476,535,0.8897196261682243,7.933333333333334,9,7-8,Tuesday,Weekday,7.483333333333333,0.9655913978494624,2016-04-19,10742,7.09999990463257,7.09999990463257,0.0,2.09999990463257,2.13000011444092,2.86999988555908,0.0,35,41,195,659,2046
